Age,Gender,City,Education_Level,Income,J_ds,Grade,churn,inc_rating,t_b_v,income_increase,Reporting_year,Reporting_moth,Reporting_day,Dofj_year,Dofj_moth,Dofj_day
33.0,1.0,20,0,82259,2,2,1,0,32760.0,0,2019,12,1,2019,6,30
30.0,1.0,20,2,38569,1,1,1,0,565848.75,0,2020,6,1,2019,1,11
36.0,0.0,20,0,109992,3,3,0,0,391803.33,0,2020,12,1,2020,7,4
38.0,0.0,20,2,88715,2,2,0,1,450196.0,0,2020,12,1,2020,7,8
35.0,0.0,20,0,121332,1,3,0,0,792387.08,0,2020,12,1,2015,11,10
33.0,0.0,20,2,35057,3,3,0,0,0.0,0,2020,12,1,2020,12,13
31.0,0.0,20,2,29106,1,1,1,0,331512.0,0,2019,10,1,2018,5,22
28.0,0.0,11,0,12938,1,1,0,0,0.0,0,2020,12,1,2020,10,18
41.0,1.0,11,0,43969,1,1,0,0,336032.0,0,2020,3,1,2018,9,17
26.0,1.0,11,1,52364,2,2,1,0,252414.44,0,2019,9,1,2018,10,21
35.0,1.0,9,2,77156,3,3,0,0,377186.67,0,2020,12,1,2020,9,28
45.0,1.0,6,1,137082,2,4,1,0,652867.78,0,2019,9,1,2015,6,2
29.0,1.0,6,2,45245,1,1,1,0,88586.67,0,2019,3,1,2016,11,25
34.0,0.0,6,1,43611,2,2,0,0,232612.31,0,2020,12,1,2019,5,12
30.0,1.0,6,2,45923,2,2,1,0,66666.67,0,2019,10,1,2019,5,23
32.0,1.0,6,2,70428,1,1,1,0,0.0,0,2019,2,1,2018,10,29
37.0,0.0,6,1,133783,1,3,0,1,728498.75,0,2020,12,1,2016,1,14
35.0,1.0,6,1,84850,3,3,1,0,0.0,0,2020,4,1,2020,1,30
34.0,1.0,6,2,97722,2,4,0,1,1144092.5,0,2020,12,1,2014,6,6
28.0,0.0,6,2,73194,2,2,1,0,153942.5,0,2020,1,1,2019,2,6
30.0,0.0,6,2,63280,2,2,0,0,0.0,0,2020,12,1,2020,7,12
31.0,0.0,6,2,40604,1,1,1,0,230057.5,0,2019,4,1,2018,10,17
35.0,0.0,6,0,65729,2,2,0,0,649879.33,0,2020,12,1,2019,8,10
38.0,1.0,6,0,76069,2,2,1,0,184270.0,0,2019,5,1,2018,2,6
46.0,0.0,6,2,91279,1,3,0,1,1121986.67,0,2020,12,1,2015,11,29
29.0,0.0,6,2,24049,2,2,0,0,0.0,0,2020,12,1,2020,10,13
36.0,0.0,6,0,41553,2,2,1,0,369885.56,0,2019,9,1,2018,10,19
34.0,0.0,6,2,25028,1,1,1,0,292215.0,0,2020,5,1,2019,6,6
43.0,0.0,6,2,38625,1,1,1,0,0.0,0,2019,6,1,2018,8,22
41.0,1.0,6,1,58207,1,2,0,0,678783.33,0,2020,12,1,2016,5,17
29.0,0.0,6,0,33320,2,2,0,0,42276.67,0,2020,12,1,2020,3,7
39.0,0.0,27,1,57225,2,2,1,0,152457.5,0,2019,4,1,2018,5,8
28.0,1.0,27,1,52572,1,1,1,0,61550.0,0,2019,3,1,2018,2,17
29.0,0.0,27,2,56243,2,2,0,0,0.0,0,2020,12,1,2020,11,15
33.0,1.0,27,0,97153,2,3,1,0,536624.0,0,2020,8,1,2018,1,21
36.0,1.0,7,0,61575,2,2,0,1,438580.0,0,2020,12,1,2020,9,21
35.0,1.0,7,0,92559,3,3,1,0,0.0,0,2019,12,1,2019,6,7
28.0,1.0,7,1,42027,2,2,0,0,0.0,0,2020,12,1,2020,6,11
31.0,0.0,7,1,74051,1,2,1,0,308530.83,0,2019,12,1,2015,7,30
26.0,0.0,7,2,38390,1,1,1,0,0.0,0,2019,2,1,2018,7,10
39.0,0.0,7,2,80489,3,3,0,0,202420.0,0,2020,12,1,2020,10,26
41.0,0.0,7,2,93113,1,2,1,0,429224.0,0,2019,10,1,2015,7,11
29.2,0.0,7,1,78754,2,3,0,0,1123987.08,0,2020,12,1,2016,4,20
36.0,0.0,7,0,43083,1,1,1,0,271463.33,0,2019,6,1,2016,4,29
40.0,0.0,7,0,74684,2,2,1,0,265252.0,0,2019,10,1,2018,2,9
47.0,0.0,7,1,30921,1,3,0,1,626532.92,0,2020,12,1,2015,12,24
34.0,0.0,7,2,65053,2,2,1,0,88193.75,0,2019,8,1,2018,7,14
33.0,0.0,7,1,88180,3,3,0,0,488333.33,0,2020,12,1,2020,4,10
37.0,0.0,7,0,120771,2,4,1,0,0.0,0,2019,7,1,2019,6,15
32.0,0.0,7,0,14489,1,1,1,0,52500.0,0,2019,4,1,2019,6,1
39.0,1.0,7,0,50457,3,3,0,1,714420.0,0,2020,12,1,2020,11,5
36.0,0.0,7,0,17047,1,1,1,0,190712.73,0,2020,4,1,2019,8,6
37.0,0.0,4,2,78656,3,3,1,0,238658.0,0,2020,10,1,2020,5,29
30.0,1.0,4,2,88515,1,3,0,0,2153367.08,1,2020,12,1,2017,11,8
29.0,0.0,28,0,63479,1,1,1,0,551994.0,0,2019,5,1,2018,12,6
28.0,0.0,28,2,128590,1,4,1,0,2792047.78,0,2019,9,1,2017,9,6
43.0,1.0,28,2,81206,1,2,1,0,694008.0,0,2019,10,1,2018,10,14
27.0,1.0,28,1,60246,1,1,1,1,410318.0,0,2020,9,1,2019,11,28
40.0,0.0,28,1,113125,2,4,0,0,682987.5,0,2020,12,1,2013,11,8
32.0,0.0,28,2,81288,3,3,0,1,676115.71,0,2020,12,1,2020,5,31
32.0,0.0,28,2,73933,3,3,1,0,0.0,0,2019,11,1,2019,9,20
31.0,1.0,28,1,55108,2,2,1,0,0.0,0,2020,12,1,2020,4,9
32.0,0.0,28,1,36856,1,1,0,1,222206.92,0,2020,12,1,2019,11,28
32.0,0.0,28,0,33956,2,2,1,0,0.0,0,2019,1,1,2019,5,1
31.0,1.0,28,0,50832,3,3,0,1,542862.73,0,2020,12,1,2020,1,2
37.0,0.0,28,1,65389,2,4,0,0,1263282.5,0,2020,12,1,2014,4,4
25.0,0.0,28,0,32466,1,1,0,0,46072.5,0,2020,12,1,2020,9,25
30.0,0.0,28,2,70415,1,3,0,1,935719.58,0,2020,12,1,2015,8,20
41.0,1.0,28,2,123390,1,5,1,0,0.0,0,2019,8,1,2013,5,11
46.0,0.0,28,0,104473,2,4,1,0,336393.0,0,2019,10,1,2013,10,14
37.0,0.0,28,2,123361,4,4,0,0,1333087.22,0,2020,12,1,2019,7,15
30.0,1.0,28,2,45357,1,1,1,0,0.0,0,2019,10,1,2019,8,17
35.0,1.0,28,1,45193,2,2,1,0,0.0,0,2020,8,1,2020,7,7
23.0,1.0,28,1,54992,2,2,0,0,350000.0,0,2020,12,1,2020,11,20
42.2,1.0,28,0,16749,3,3,0,0,80056.0,0,2020,12,1,2020,7,31
29.0,0.0,29,2,67194,3,3,0,0,221365.0,0,2020,12,1,2020,10,30
29.0,1.0,29,0,37575,2,2,1,1,379496.67,0,2020,8,1,2019,5,12
32.0,1.0,29,0,53577,2,2,1,1,160910.0,0,2020,10,1,2020,4,25
35.0,0.0,29,2,46139,3,3,0,0,119773.33,0,2020,12,1,2020,2,10
39.0,0.0,29,1,47419,1,1,1,0,58930.0,0,2019,2,1,2018,10,12
34.0,0.0,29,2,86072,3,3,1,0,145735.0,0,2020,4,1,2019,7,16
35.0,1.0,29,2,87438,2,2,1,0,440725.45,0,2019,11,1,2018,1,13
23.0,1.0,29,0,64179,2,2,1,0,0.0,0,2020,2,1,2019,12,19
32.0,0.0,29,0,83926,3,3,1,0,0.0,0,2020,2,1,2019,11,17
31.0,0.0,29,2,26067,1,1,1,0,0.0,0,2019,1,1,2018,9,10
31.0,0.0,29,0,39660,2,2,1,0,0.0,0,2020,5,1,2020,10,2
38.0,0.0,29,0,59318,3,3,1,0,0.0,0,2020,6,1,2020,8,5
39.0,1.0,29,1,83429,3,3,0,1,230432.86,0,2020,12,1,2020,6,13
25.0,1.0,29,1,62431,1,1,1,0,0.0,0,2019,2,1,2018,7,28
32.0,0.0,29,1,45068,1,1,1,0,0.0,0,2019,1,1,2018,4,8
43.0,0.0,29,1,42714,1,1,1,0,423936.0,0,2019,5,1,2018,7,13
28.0,1.0,29,0,22918,2,2,1,0,122034.0,0,2020,12,1,2020,3,15
39.0,0.0,29,1,29312,1,1,1,0,282162.0,0,2019,5,1,2018,1,6
31.0,1.0,29,1,39164,2,2,1,0,0.0,0,2020,1,1,2019,5,9
24.0,1.0,29,2,22947,1,1,1,0,0.0,0,2019,2,1,2018,3,12
30.0,0.0,29,2,68341,1,1,1,0,511121.54,0,2020,1,1,2017,5,26
45.0,0.0,29,1,56611,1,2,1,0,552093.33,0,2020,9,1,2015,7,23
42.0,1.0,7,1,132558,3,3,0,1,1321782.5,0,2020,12,1,2020,5,18
29.0,1.0,7,0,26562,1,1,1,0,0.0,0,2019,12,1,2019,8,8
40.0,1.0,7,0,31674,1,2,1,0,428748.75,0,2020,12,1,2016,10,31
39.0,0.0,7,1,35091,1,1,1,0,0.0,0,2019,1,1,2018,12,21
45.0,0.0,7,2,80716,1,2,1,0,587041.76,0,2020,5,1,2018,10,21
32.0,1.0,7,2,49475,1,1,1,1,366043.85,0,2020,10,1,2019,10,18
26.0,0.0,7,2,41638,1,1,1,0,0.0,0,2020,8,1,2020,1,5
36.0,1.0,7,0,23107,2,2,1,0,0.0,0,2019,1,1,2018,7,23
28.0,0.0,7,1,52307,2,2,0,1,353343.85,0,2020,12,1,2019,9,12
36.0,1.0,20,1,110964,3,3,0,0,1359334.0,0,2020,12,1,2020,8,3
24.0,0.0,20,1,20170,1,1,1,0,83333.33,0,2019,3,1,2018,10,19
30.0,1.0,14,1,65035,2,2,1,0,21291.43,0,2020,12,1,2020,6,22
31.0,0.0,14,2,65571,2,2,0,0,0.0,0,2020,12,1,2020,6,11
43.0,0.0,14,2,47668,3,3,0,0,0.0,0,2020,12,1,2020,9,28
40.0,0.0,5,1,103119,4,4,1,0,759644.0,0,2019,10,1,2018,11,5
32.0,1.0,5,0,96956,3,3,0,0,275997.5,0,2020,12,1,2020,8,5
23.0,0.0,5,1,49888,2,2,1,0,0.0,0,2020,4,1,2019,11,21
45.0,1.0,5,0,42544,1,1,1,0,297923.33,0,2019,6,1,2018,6,20
33.0,1.0,5,1,49653,2,2,1,0,243734.44,0,2019,9,1,2015,6,8
25.0,0.0,5,0,55804,2,2,1,0,28985.0,0,2019,4,1,2019,1,16
40.0,0.0,18,1,29231,1,2,1,0,477690.67,0,2020,3,1,2015,11,22
33.0,0.0,18,1,48682,2,2,0,0,0.0,0,2020,12,1,2020,12,14
25.0,0.0,18,0,92079,3,3,0,0,25440.0,0,2020,12,1,2020,6,29
28.0,1.0,18,0,68751,1,1,0,0,0.0,0,2020,12,1,2020,5,9
34.0,0.0,18,2,58130,2,2,0,0,0.0,0,2020,12,1,2020,12,15
43.0,1.0,3,1,40777,1,1,1,0,0.0,0,2019,7,1,2019,5,23
35.0,1.0,3,2,22793,1,1,1,0,193500.0,0,2019,3,1,2018,6,13
26.0,1.0,3,0,10747,2,2,1,0,0.0,0,2020,6,1,2020,4,13
26.0,1.0,3,0,41099,1,1,0,0,313798.89,0,2020,12,1,2019,4,7
51.0,1.0,3,2,59796,1,1,1,0,0.0,0,2019,1,1,2018,10,23
45.0,1.0,3,2,52199,1,1,1,0,208446.67,0,2019,6,1,2018,8,9
36.0,0.0,3,1,83253,3,3,1,0,0.0,0,2019,12,1,2019,10,31
28.0,1.0,3,1,98996,4,4,1,0,994010.0,0,2020,1,1,2019,9,1
35.0,0.0,3,0,27882,1,1,0,0,554133.33,0,2020,12,1,2020,6,4
36.0,0.0,3,2,109652,2,3,1,1,528903.33,0,2019,9,1,2014,5,30
39.0,0.0,3,0,31056,3,3,1,0,128473.75,0,2020,12,1,2020,2,5
33.0,0.0,3,1,82822,3,3,0,1,190000.0,0,2020,12,1,2020,2,8
33.0,0.0,3,1,106727,3,3,1,1,357040.0,0,2020,8,1,2019,10,29
35.0,0.0,3,1,86823,3,4,1,0,852858.57,0,2020,2,1,2017,8,21
34.0,0.0,3,0,51086,2,2,1,0,322345.71,0,2020,9,1,2020,11,3
32.0,1.0,3,0,12934,2,2,1,0,45312.5,0,2019,4,1,2018,11,30
37.0,0.0,3,2,31137,1,1,1,0,0.0,0,2020,5,1,2020,3,14
35.0,0.0,3,2,68045,2,2,0,1,165120.0,0,2020,12,1,2020,6,9
37.0,0.0,3,0,61243,1,1,0,1,345452.67,0,2020,12,1,2019,10,25
36.0,0.0,3,1,35731,1,1,1,0,40000.0,0,2019,10,1,2019,6,24
28.0,0.0,3,0,87872,3,3,0,0,0.0,0,2020,12,1,2020,11,23
39.0,0.0,3,1,77182,1,4,1,0,749753.04,0,2020,11,1,2015,6,9
28.0,0.0,21,2,35112,1,1,1,1,163453.33,0,2019,12,1,2019,7,21
35.0,1.0,21,1,84554,2,3,0,1,1798186.15,1,2020,12,1,2019,6,12
26.0,1.0,21,1,29698,1,1,0,1,321962.14,0,2020,12,1,2019,10,11
36.0,0.0,21,0,109296,2,3,1,0,0.0,0,2019,1,1,2016,6,20
29.0,0.0,21,0,96233,3,3,0,0,0.0,0,2020,12,1,2020,5,12
29.2,1.0,21,2,71812,1,2,1,0,254166.5,0,2020,8,1,2017,10,2
44.0,0.0,21,1,43720,2,2,1,0,230864.0,0,2020,4,1,2019,4,7
29.0,0.0,21,0,34793,3,3,0,0,0.0,0,2020,12,1,2020,9,28
43.0,0.0,21,2,50345,1,2,1,0,653398.1,0,2020,9,1,2015,7,23
29.0,1.0,21,1,62542,2,2,1,0,0.0,0,2019,1,1,2018,10,11
36.0,1.0,21,2,20993,1,1,0,0,48990.0,0,2020,12,1,2020,9,21
28.0,0.0,21,0,34536,2,2,0,1,313050.0,0,2020,12,1,2020,4,9
31.0,1.0,21,2,55239,3,3,0,0,0.0,0,2020,12,1,2020,8,16
24.0,1.0,21,1,20886,1,1,1,0,212640.0,0,2019,1,1,2018,11,16
36.0,0.0,21,1,55670,1,1,0,1,339830.0,0,2020,12,1,2019,10,25
43.0,0.0,21,2,84481,3,3,1,0,118050.0,0,2019,2,1,2018,6,16
37.0,0.0,21,1,65170,3,3,0,1,2569249.29,0,2020,12,1,2019,11,18
32.0,0.0,21,1,44273,2,2,1,0,0.0,0,2020,1,1,2019,10,9
36.0,0.0,21,2,19649,1,1,1,0,115496.0,0,2019,5,1,2018,11,20
36.0,1.0,21,2,51658,1,2,0,1,871474.17,0,2020,12,1,2015,4,10
39.0,1.0,21,1,55263,1,2,1,0,478945.0,0,2020,2,1,2015,8,27
41.0,0.0,21,0,44342,1,1,0,1,344524.0,0,2020,12,1,2020,8,14
42.0,0.0,14,2,152234,3,4,0,0,1742771.25,0,2020,12,1,2018,7,24
28.0,0.0,14,1,43855,1,1,0,0,0.0,0,2020,12,1,2020,12,21
29.0,1.0,7,0,52465,2,2,1,0,0.0,0,2020,7,1,2020,2,2
35.0,1.0,7,0,73359,1,3,1,0,313432.73,0,2019,11,1,2017,7,17
38.0,0.0,7,2,31340,1,1,1,0,50625.0,0,2019,4,1,2019,1,15
37.0,0.0,9,1,56543,3,3,0,1,537165.0,0,2020,12,1,2019,9,23
37.0,0.0,9,2,50504,1,1,1,0,352781.5,0,2020,8,1,2018,5,22
33.0,0.0,9,1,60655,1,4,0,0,1736153.75,1,2020,12,1,2018,5,21
40.0,1.0,9,0,111743,2,3,0,0,1230432.5,0,2020,12,1,2015,12,31
34.0,1.0,9,2,37929,1,1,0,1,619105.0,0,2020,12,1,2020,6,1
32.0,1.0,9,2,95826,3,3,0,1,212955.0,0,2020,12,1,2020,7,28
30.0,1.0,9,0,31890,2,2,1,1,280428.33,0,2020,7,1,2020,2,2
27.0,0.0,9,2,54026,2,2,1,0,0.0,0,2020,7,1,2020,3,5
40.0,0.0,9,0,70144,2,2,1,0,63610.0,0,2019,12,1,2019,4,7
27.0,0.0,24,2,39391,1,1,0,0,0.0,0,2020,12,1,2020,12,21
31.0,1.0,24,0,68356,3,3,1,0,40426.67,0,2020,10,1,2020,8,5
29.0,1.0,24,2,108091,3,3,1,0,26428.33,0,2020,10,1,2020,3,5
35.0,0.0,24,1,46169,2,2,1,0,0.0,0,2019,1,1,2018,12,21
30.0,1.0,24,2,70570,1,2,1,0,226185.71,0,2019,7,1,2017,6,30
42.0,1.0,23,2,56877,1,2,0,0,818719.58,1,2020,12,1,2018,7,27
42.0,0.0,23,2,52641,1,1,0,0,686465.0,0,2020,12,1,2018,10,1
33.0,1.0,23,2,52450,2,3,0,1,1915675.0,0,2020,12,1,2019,11,25
31.0,0.0,23,0,59926,2,2,0,1,365602.0,0,2020,12,1,2020,7,31
29.0,1.0,23,0,51593,2,3,1,0,195210.0,0,2019,3,1,2015,1,10
41.0,1.0,23,0,14989,1,1,1,0,0.0,0,2019,1,1,2018,10,26
34.0,1.0,23,0,96680,3,3,0,1,898834.29,0,2020,12,1,2020,5,27
28.0,1.0,23,0,17660,2,2,1,0,235430.0,0,2020,11,1,2020,1,5
36.0,0.0,16,2,100882,3,3,0,0,465206.67,0,2020,12,1,2020,9,28
42.0,1.0,16,1,67624,1,2,0,0,384099.17,0,2020,12,1,2018,4,5
39.0,0.0,16,0,86336,3,3,1,0,448386.67,0,2020,11,1,2020,2,27
30.0,0.0,16,0,41093,2,2,0,0,75977.5,0,2020,12,1,2020,9,21
30.0,0.0,16,0,55828,2,2,0,1,172456.67,0,2020,12,1,2020,4,7
29.0,0.0,16,0,66483,2,2,1,0,209824.0,0,2019,5,1,2018,8,24
28.0,1.0,16,2,85926,3,3,0,1,322686.0,0,2020,12,1,2020,1,8
38.0,1.0,16,1,78135,2,2,1,0,392294.44,0,2019,9,1,2018,12,17
27.0,1.0,16,1,71458,2,2,0,0,0.0,0,2020,12,1,2020,12,14
29.0,0.0,16,1,115293,3,3,1,0,269111.43,0,2020,4,1,2019,10,13
33.0,1.0,16,1,39119,1,2,1,0,188426.0,0,2019,5,1,2016,5,23
28.0,0.0,16,0,49553,2,2,1,0,0.0,0,2020,5,1,2020,4,4
30.0,0.0,16,0,64842,2,2,1,0,200255.0,0,2020,5,1,2019,10,22
47.0,1.0,16,1,65856,1,2,0,1,786370.42,0,2020,12,1,2016,5,27
37.0,0.0,22,1,95352,1,3,0,0,985432.5,0,2020,12,1,2015,10,15
34.0,1.0,22,0,114230,3,3,1,1,269067.27,0,2020,12,1,2020,1,31
42.2,1.0,22,1,38764,1,1,1,0,340744.0,0,2019,5,1,2018,1,20
24.0,0.0,2,2,83294,2,2,1,0,249070.0,0,2020,7,1,2019,11,15
33.0,1.0,6,2,46186,1,1,1,0,170056.0,0,2019,5,1,2018,10,19
30.0,1.0,6,2,49664,2,2,1,0,0.0,0,2020,1,1,2019,3,11
32.0,1.0,6,1,39216,2,2,1,0,0.0,0,2020,4,1,2020,1,13
31.0,0.0,6,0,29685,1,1,0,0,50000.0,0,2020,2,1,2019,3,11
30.0,0.0,6,0,13653,1,1,1,0,282120.0,0,2019,8,1,2018,8,17
23.0,1.0,6,1,36474,1,1,1,0,539694.55,0,2019,11,1,2018,10,21
34.0,0.0,6,2,54056,1,2,1,0,540279.29,0,2020,2,1,2018,5,21
42.2,1.0,6,0,21673,1,1,0,1,846148.57,0,2020,12,1,2020,5,31
41.0,0.0,6,2,54520,1,2,1,0,319377.5,0,2019,4,1,2017,6,13
30.0,1.0,6,1,32150,3,3,0,1,328278.75,0,2020,12,1,2020,8,5
29.0,1.0,6,2,79801,3,3,0,1,203010.0,0,2020,12,1,2020,8,9
29.0,1.0,6,2,101494,3,3,1,0,35640.0,0,2020,3,1,2019,12,13
42.0,0.0,6,0,53454,3,3,0,0,0.0,0,2020,12,1,2020,12,25
23.0,1.0,6,1,57931,1,1,1,0,0.0,0,2019,3,1,2018,12,11
35.0,0.0,6,1,104712,2,3,0,0,833817.5,0,2020,12,1,2014,5,18
32.0,0.0,3,1,49936,1,1,1,0,313460.0,0,2019,5,1,2018,11,23
35.0,0.0,3,0,18788,2,2,1,0,0.0,0,2020,3,1,2019,1,12
36.0,0.0,3,1,35219,2,2,1,0,493102.0,0,2019,5,1,2018,10,14
43.0,1.0,3,0,38624,2,2,1,0,72725.0,0,2019,2,1,2018,9,29
35.0,1.0,3,0,51781,2,2,1,0,165040.0,0,2019,8,1,2018,9,9
36.0,1.0,2,2,48059,3,3,1,0,42134.0,0,2020,12,1,2020,7,31
29.0,0.0,2,2,54358,1,1,1,0,71072.0,0,2019,5,1,2019,1,16
31.0,0.0,2,1,130429,3,3,1,0,75000.0,0,2020,10,1,2020,3,7
44.0,0.0,2,0,95388,4,4,1,0,0.0,0,2019,6,1,2017,1,10
38.0,0.0,2,2,149403,2,5,0,0,2283012.92,1,2020,12,1,2013,7,13
27.0,0.0,2,2,66599,2,2,0,1,394235.45,0,2020,12,1,2020,1,2
27.0,1.0,2,1,105931,3,3,1,0,188861.25,0,2020,7,1,2019,7,12
35.0,0.0,2,0,86516,3,3,0,0,48184.0,0,2020,12,1,2020,7,31
35.0,0.0,2,1,63632,2,2,0,0,169231.67,0,2020,12,1,2020,10,7
29.0,0.0,2,2,34741,1,1,0,1,410566.67,0,2020,12,1,2020,4,25
28.0,1.0,2,2,110445,2,4,1,0,192000.0,0,2019,8,1,2019,3,30
34.0,0.0,22,1,71776,3,3,0,0,100383.33,0,2020,12,1,2020,12,10
34.0,1.0,22,2,57888,1,1,1,0,0.0,0,2019,9,1,2019,1,8
28.0,1.0,22,0,18928,1,1,0,1,157140.0,0,2020,12,1,2020,7,24
33.0,0.0,22,1,35584,1,1,1,0,0.0,0,2019,9,1,2019,1,6
33.0,1.0,22,1,42953,2,2,0,0,0.0,0,2020,12,1,2020,11,14
34.0,1.0,21,1,41298,3,3,1,0,401340.0,0,2020,7,1,2019,5,12
34.0,0.0,21,1,112322,4,4,1,0,0.0,0,2019,7,1,2018,5,11
44.0,1.0,21,0,64702,2,2,1,0,26627.5,0,2019,4,1,2018,12,9
22.0,0.0,21,0,36116,2,2,1,0,0.0,0,2020,11,1,2020,10,10
35.0,0.0,21,0,40926,2,2,1,0,85886.0,0,2019,5,1,2019,5,1
30.0,1.0,14,1,105966,3,3,0,0,521088.89,0,2020,12,1,2020,4,13
32.0,1.0,14,2,54903,3,3,1,0,0.0,0,2020,8,1,2020,5,6
24.0,1.0,12,0,15327,1,1,1,0,0.0,0,2020,2,1,2020,1,25
37.0,0.0,12,1,76548,1,2,0,1,671610.83,0,2020,12,1,2016,10,17
27.0,0.0,12,1,97203,3,3,1,0,0.0,0,2020,10,1,2020,4,7
33.0,0.0,12,2,40041,1,1,0,0,186080.0,0,2020,12,1,2020,11,12
31.0,0.0,2,2,78143,2,2,1,0,695608.33,0,2019,6,1,2018,9,9
29.0,1.0,16,1,45969,2,2,1,1,461818.0,0,2020,9,1,2019,11,28
33.0,0.0,16,2,42368,3,3,1,0,25170.0,0,2020,2,1,2019,1,11
30.0,0.0,16,2,77011,2,2,1,0,133120.0,0,2020,12,1,2020,8,29
36.0,1.0,16,1,36967,2,2,0,0,0.0,0,2020,12,1,2020,10,7
34.0,1.0,16,1,38546,1,1,1,0,33333.33,0,2020,2,1,2019,9,14
48.0,1.0,16,1,71072,2,3,1,0,311098.0,0,2019,5,1,2015,5,21
35.0,0.0,16,2,31411,1,1,0,1,280764.0,0,2020,12,1,2020,8,23
37.0,1.0,16,2,127380,2,4,1,0,608258.89,0,2019,9,1,2014,7,28
29.0,0.0,16,0,51840,2,2,0,1,614440.0,0,2020,12,1,2020,8,29
30.0,0.0,16,1,40008,1,1,0,1,365740.0,0,2020,12,1,2019,7,19
41.0,1.0,16,2,55762,1,1,1,0,323438.0,0,2019,5,1,2018,6,10
23.0,1.0,16,0,30083,1,1,1,0,375085.0,0,2020,10,1,2020,6,30
28.0,1.0,23,2,62909,2,2,1,0,143333.33,0,2020,4,1,2019,2,11
32.0,0.0,23,0,13037,1,1,1,0,0.0,0,2019,12,1,2019,4,10
46.0,1.0,23,1,22931,1,2,1,0,286318.89,0,2019,9,1,2018,6,16
28.0,1.0,23,1,17186,1,1,1,0,0.0,0,2019,1,1,2018,10,14
45.0,1.0,23,0,49509,2,2,1,0,116122.0,0,2019,5,1,2018,10,12
30.0,1.0,10,0,59241,2,2,1,0,0.0,0,2020,8,1,2020,6,28
32.0,0.0,10,1,31831,1,1,1,0,140240.0,0,2019,3,1,2017,12,18
47.0,0.0,10,2,123729,2,4,0,0,1446162.08,0,2020,12,1,2015,7,26
32.0,1.0,10,2,82632,3,3,1,1,249750.0,0,2019,11,1,2019,7,29
27.0,0.0,10,2,57667,1,1,1,0,61702.0,0,2020,12,1,2020,3,8
27.0,1.0,12,0,79461,3,3,1,0,0.0,0,2020,7,1,2020,3,16
43.0,0.0,12,1,118215,4,4,0,1,2171677.22,0,2020,12,1,2019,7,14
33.0,0.0,12,2,76536,3,3,0,0,743776.25,0,2020,12,1,2020,1,5
29.0,1.0,28,1,31052,1,1,1,0,356446.67,0,2019,9,1,2017,12,26
44.0,1.0,28,2,85450,2,2,1,0,1012250.91,0,2020,10,1,2019,12,1
38.0,1.0,28,0,113807,3,3,1,0,0.0,0,2019,12,1,2019,6,30
29.0,0.0,28,2,103494,1,3,1,0,1245246.36,0,2019,11,1,2016,4,25
29.0,0.0,28,1,62931,1,2,0,1,551418.75,0,2020,12,1,2018,5,25
40.0,0.0,28,2,130781,3,3,1,0,0.0,0,2020,1,1,2019,3,10
35.0,0.0,28,0,70677,3,3,1,0,0.0,0,2020,9,1,2020,6,7
31.0,1.0,23,2,58323,1,1,1,0,368442.5,0,2019,4,1,2018,5,21
39.0,1.0,23,0,97116,3,3,1,0,103538.0,0,2020,3,1,2019,11,21
31.0,0.0,23,1,135436,5,5,1,0,0.0,0,2019,6,1,2018,4,8
32.0,0.0,23,2,110299,3,3,0,1,644637.27,0,2020,12,1,2020,6,2
29.0,0.0,23,0,31182,1,1,0,0,0.0,0,2020,12,1,2020,12,28
34.0,0.0,4,1,83615,3,3,0,1,348464.0,0,2020,12,1,2020,8,21
29.0,0.0,22,0,69388,1,2,0,0,1516223.75,0,2020,12,1,2018,1,30
35.0,0.0,22,2,81352,3,3,1,0,254175.0,0,2020,10,1,2019,8,11
41.0,0.0,22,1,34780,2,2,0,0,0.0,0,2020,12,1,2020,12,19
44.0,0.0,22,1,63352,1,3,0,1,1454711.25,1,2020,12,1,2017,10,11
29.2,0.0,22,2,67490,1,3,0,1,980947.08,0,2020,12,1,2016,4,26
34.0,0.0,9,2,101880,3,3,0,1,714814.29,0,2020,12,1,2020,5,29
37.0,0.0,9,1,37839,2,2,1,0,344840.0,0,2019,5,1,2018,11,13
33.0,0.0,9,1,42243,1,1,0,0,471614.58,0,2020,12,1,2018,7,27
32.0,1.0,9,2,36430,2,2,1,0,0.0,0,2020,12,1,2020,9,13
29.0,0.0,9,0,19456,1,1,1,0,42288.0,0,2020,12,1,2020,7,8
30.0,1.0,9,1,51497,1,1,1,0,258936.67,0,2019,9,1,2017,9,1
39.0,0.0,9,2,44720,2,2,1,1,162097.5,0,2019,12,1,2019,5,21
33.0,0.0,9,0,40531,2,2,1,0,0.0,0,2020,11,1,2020,4,9
35.0,1.0,9,0,19290,1,1,1,0,76306.67,0,2019,3,1,2018,9,22
23.0,1.0,22,0,13937,1,1,0,0,0.0,0,2020,12,1,2020,12,14
35.0,1.0,22,2,88414,3,3,0,0,397222.67,0,2020,12,1,2019,10,24
38.0,1.0,22,1,110490,4,4,1,0,241666.67,0,2020,1,1,2019,8,8
27.0,1.0,22,2,81944,1,1,1,0,133024.0,0,2019,5,1,2018,3,10
40.0,0.0,22,0,24752,3,3,0,0,77742.0,0,2020,12,1,2020,9,8
26.0,0.0,22,1,41980,2,2,1,0,0.0,0,2020,6,1,2020,5,5
